A,B,C
693.0,790524.0,b
465.0,799353.0,j
647.0,278939.0,b
976.0,147412.0,j
23.0,636486.0,g
847.0,767226.0,f
844.0,948339.0,h
515.0,878632.0,f
80.0,465029.0,j
907.0,660792.0,l
374.0,249757.0,h
596.0,123568.0,h
865.0,447984.0,k
167.0,615689.0,j
468.0,296993.0,b
957.0,206099.0,e
227.0,49623.0,f
818.0,137147.0,j
574.0,563796.0,j
912.0,299303.0,a
916.0,470609.0,l
191.0,232737.0,f
814.0,552148.0,e
937.0,544778.0,j
625.0,164517.0,b
672.0,891001.0,a
903.0,508008.0,f
587.0,218188.0,l
378.0,589484.0,l
695.0,78047.0,e
569.0,147290.0,l
13.0,609964.0,l
987.0,13895.0,f
441.0,167803.0,f
853.0,16203.0,i
777.0,883490.0,i
718.0,801682.0,e
152.0,436200.0,k
171.0,910166.0,l
883.0,22292.0,j
847.0,691805.0,c
623.0,602449.0,h
894.0,444087.0,j
743.0,766422.0,k
456.0,490735.0,k
556.0,132631.0,j
791.0,989796.0,c
469.0,598307.0,g
186.0,906289.0,a
127.0,940397.0,i
639.0,901964.0,k
840.0,984280.0,j
84.0,733371.0,k
64.0,704016.0,g
108.0,984359.0,d
491.0,201057.0,b
832.0,684533.0,b
996.0,416018.0,k
346.0,263290.0,k
388.0,302986.0,c
702.0,703806.0,f
380.0,907878.0,a
701.0,885693.0,h
256.0,247524.0,i
203.0,167062.0,l
43.0,499879.0,d
941.0,727269.0,f
36.0,151387.0,j
743.0,463557.0,a
827.0,762122.0,h
863.0,138014.0,g
815.0,238752.0,k
688.0,398633.0,b
741.0,157891.0,j
399.0,814451.0,c
446.0,779183.0,a
609.0,424028.0,i
888.0,488500.0,c
476.0,343147.0,d
877.0,79824.0,h
203.0,939269.0,d
531.0,857590.0,b
51.0,490075.0,e
356.0,777969.0,a
957.0,448022.0,j
512.0,879534.0,d
606.0,659502.0,a
363.0,241333.0,j
724.0,528448.0,f
808.0,352825.0,b
902.0,277136.0,c
936.0,64215.0,c
653.0,159031.0,i
705.0,497430.0,g
408.0,635383.0,i
930.0,67957.0,i
374.0,239877.0,b
949.0,3744.0,a
8.0,610191.0,c
700.0,933052.0,j
823.0,388210.0,k
233.0,674816.0,j
535.0,566391.0,e
907.0,337945.0,f
539.0,910354.0,d
850.0,277362.0,k
685.0,694273.0,k
722.0,456380.0,i
397.0,188465.0,k
919.0,231747.0,c
527.0,297302.0,g
619.0,598253.0,g
336.0,58991.0,f
10.0,249789.0,h
927.0,190286.0,i
870.0,165040.0,a
763.0,949132.0,f
658.0,303427.0,i
210.0,647949.0,g
107.0,428486.0,a
970.0,402459.0,l
361.0,982870.0,d
651.0,910912.0,g
190.0,569931.0,k
27.0,58598.0,g
452.0,586780.0,a
918.0,387045.0,c
209.0,275505.0,l
49.0,598279.0,a
44.0,574198.0,g
424.0,21632.0,j
511.0,669946.0,f
404.0,549246.0,d
821.0,958347.0,j
600.0,704639.0,k
469.0,84739.0,d
88.0,318900.0,i
281.0,346894.0,l
68.0,457280.0,j
811.0,69095.0,h
504.0,314451.0,a
278.0,667707.0,c
231.0,42288.0,j
633.0,757024.0,h
375.0,447761.0,b
241.0,881539.0,d
798.0,775367.0,h
723.0,109547.0,j
507.0,561545.0,b
915.0,451231.0,j
402.0,936316.0,d
590.0,971512.0,d
822.0,616091.0,i
174.0,995255.0,g
188.0,489071.0,d
163.0,23046.0,i
626.0,359557.0,j
905.0,740148.0,e
246.0,875683.0,j
774.0,195875.0,k
952.0,664766.0,d
206.0,831784.0,b
418.0,823348.0,g
27.0,648244.0,e
726.0,505441.0,l
514.0,840116.0,h
373.0,356967.0,g
833.0,306236.0,g
133.0,856853.0,i
614.0,175838.0,h
403.0,706640.0,f
113.0,640810.0,i
692.0,731623.0,f
470.0,940075.0,d
359.0,947468.0,h
397.0,414697.0,a
844.0,486711.0,f
757.0,4878.0,d
557.0,220652.0,c
841.0,33873.0,l
751.0,783617.0,b
821.0,836595.0,e
725.0,868228.0,d
867.0,191716.0,i
765.0,502031.0,g
676.0,842356.0,c
975.0,293753.0,j
841.0,350311.0,h
232.0,908419.0,h
793.0,600199.0,j
116.0,782478.0,h
467.0,205211.0,l
708.0,352781.0,b
275.0,514242.0,d
33.0,975836.0,a
554.0,304887.0,b
806.0,194291.0,a
861.0,791793.0,h
718.0,877727.0,g
840.0,76199.0,e
739.0,788747.0,c
722.0,823274.0,j
330.0,104038.0,b
102.0,935027.0,l
823.0,679308.0,i
282.0,78338.0,j
83.0,32897.0,h
150.0,829401.0,k
575.0,15225.0,j
153.0,36468.0,l
296.0,407735.0,i
958.0,320772.0,g
412.0,752196.0,f
545.0,230862.0,g
140.0,760069.0,b
668.0,670422.0,j
936.0,127789.0,j
721.0,911942.0,d
400.0,297512.0,h
849.0,284212.0,i
331.0,105889.0,d
768.0,995424.0,e
417.0,105598.0,f
916.0,243712.0,k
302.0,315307.0,d
610.0,838171.0,j
821.0,922894.0,e
822.0,680814.0,l
258.0,29460.0,b
158.0,290972.0,e
66.0,622566.0,b
592.0,493557.0,c
697.0,90818.0,d
216.0,167339.0,d
929.0,623347.0,k
190.0,789009.0,k
59.0,539565.0,j
633.0,794602.0,h
508.0,643054.0,h
50.0,775827.0,i
44.0,307645.0,l
703.0,532686.0,b
476.0,696200.0,b
524.0,654784.0,a
303.0,12296.0,c
169.0,420851.0,i
560.0,138001.0,b
896.0,298992.0,e
622.0,70444.0,c
68.0,978419.0,g
366.0,352924.0,l
41.0,574574.0,e
738.0,338229.0,b
265.0,741156.0,h
142.0,760903.0,c
907.0,784392.0,j
768.0,69186.0,g
32.0,576683.0,l
402.0,900118.0,k
721.0,98259.0,f
671.0,50962.0,g
416.0,76725.0,i
83.0,6477.0,a
156.0,958622.0,d
124.0,572846.0,f
25.0,461280.0,f
676.0,466084.0,b
95.0,183616.0,a
934.0,869370.0,j
41.0,234970.0,f
476.0,262754.0,f
138.0,844759.0,h
361.0,376736.0,a
508.0,847047.0,g
761.0,329260.0,a
593.0,957114.0,k
336.0,72821.0,j
971.0,256490.0,l
282.0,727650.0,j
680.0,527228.0,l
952.0,237421.0,a
550.0,513061.0,h
237.0,900246.0,a
608.0,65830.0,b
293.0,90942.0,g
863.0,874926.0,j
462.0,250732.0,a
475.0,207550.0,c
881.0,685306.0,k
308.0,242202.0,i
110.0,169296.0,a
580.0,409164.0,b
383.0,635504.0,l
272.0,777603.0,d
877.0,749825.0,a
700.0,431323.0,e
21.0,831114.0,b
581.0,117186.0,b
354.0,80679.0,l
141.0,253690.0,l
430.0,948130.0,j
681.0,879588.0,f
668.0,312837.0,e
224.0,245406.0,a
933.0,102217.0,f
163.0,113163.0,e
144.0,243177.0,b
536.0,881729.0,b
150.0,115769.0,d
468.0,484802.0,l
780.0,216589.0,c
778.0,750244.0,j
220.0,509352.0,c
402.0,35694.0,e
287.0,573396.0,a
917.0,483096.0,e
114.0,128343.0,l
217.0,88354.0,d
55.0,701495.0,g
855.0,884430.0,a
452.0,878250.0,a
865.0,844195.0,c
642.0,890483.0,j
727.0,637830.0,e
895.0,697473.0,b
295.0,780059.0,l
895.0,794641.0,b
865.0,66142.0,d
880.0,698210.0,l
858.0,879349.0,j
710.0,249380.0,l
207.0,501318.0,k
301.0,844317.0,h
728.0,178994.0,d
65.0,425064.0,g
160.0,252814.0,h
956.0,956095.0,a
148.0,642447.0,b
322.0,630486.0,c
444.0,719672.0,c
881.0,153417.0,e
87.0,924736.0,c
526.0,895474.0,d
349.0,80887.0,l
656.0,596222.0,l
837.0,508096.0,b
751.0,940504.0,g
842.0,76587.0,k
979.0,830083.0,h
251.0,19177.0,e
240.0,862060.0,b
280.0,287944.0,g
194.0,348256.0,k
561.0,703577.0,h
241.0,22371.0,d
14.0,911243.0,g
807.0,574353.0,e
340.0,916514.0,d
336.0,108176.0,d
480.0,365835.0,k
109.0,668652.0,k
558.0,541306.0,k
214.0,587301.0,i
888.0,233350.0,j
820.0,976424.0,k
133.0,630956.0,l
529.0,91492.0,g
699.0,861699.0,a
71.0,561737.0,d
432.0,988039.0,l
857.0,290932.0,e
80.0,801272.0,k
906.0,711913.0,c
896.0,638810.0,e
715.0,34188.0,l
584.0,755923.0,g
410.0,71480.0,a
927.0,465924.0,j
751.0,345522.0,d
166.0,546744.0,f
92.0,392672.0,j
862.0,778562.0,i
342.0,199980.0,h
135.0,839397.0,i
903.0,44467.0,l
828.0,764524.0,f
567.0,448731.0,g
585.0,210793.0,a
653.0,215370.0,a
27.0,538765.0,a
215.0,822529.0,l
810.0,991931.0,b
152.0,162539.0,d
174.0,809521.0,a
244.0,102129.0,b
598.0,809360.0,i
322.0,86503.0,h
266.0,891085.0,i
314.0,310913.0,d
959.0,434320.0,d
604.0,723577.0,e
552.0,5678.0,a
548.0,396951.0,c
430.0,922303.0,b
596.0,997041.0,e
913.0,705122.0,i
482.0,653928.0,f
503.0,299439.0,h
730.0,325533.0,g
457.0,784631.0,d
355.0,560279.0,h
365.0,860814.0,e
413.0,191379.0,f
319.0,116522.0,h
396.0,774684.0,h
985.0,771488.0,k
182.0,99847.0,j
308.0,541580.0,g
850.0,31631.0,c
251.0,160366.0,h
133.0,389582.0,i
309.0,32425.0,k
634.0,225701.0,a
897.0,643490.0,k
686.0,813074.0,g
800.0,614231.0,c
808.0,460237.0,i
347.0,719438.0,c
582.0,237184.0,h
12.0,419038.0,e
101.0,967068.0,e
964.0,45107.0,l
179.0,715249.0,e
12.0,450533.0,b
50.0,285672.0,j
791.0,571224.0,g
205.0,903016.0,k
19.0,880844.0,g
374.0,630210.0,c
755.0,452931.0,a
234.0,939673.0,b
327.0,498385.0,c
360.0,38044.0,d
349.0,801738.0,k
971.0,358294.0,e
166.0,626020.0,j
513.0,36680.0,l
161.0,670492.0,e
604.0,983633.0,a
170.0,874797.0,k
404.0,164100.0,e
901.0,987345.0,j
174.0,619341.0,g
904.0,914317.0,d
904.0,460437.0,d
831.0,68732.0,b
387.0,185111.0,a
788.0,218048.0,c
603.0,623365.0,c
989.0,387942.0,c
586.0,650055.0,j
997.0,931685.0,h
763.0,310297.0,g
451.0,785208.0,g
998.0,83331.0,i
525.0,774806.0,f
448.0,212137.0,f
261.0,227506.0,c
868.0,529838.0,h
140.0,812386.0,f
399.0,46500.0,l
671.0,261334.0,a
897.0,606730.0,e
283.0,712541.0,k
78.0,688347.0,c
577.0,401711.0,e
451.0,638325.0,l
652.0,901951.0,j
835.0,478721.0,l
825.0,405605.0,b
430.0,580912.0,f
554.0,691012.0,k
743.0,787152.0,h
835.0,633791.0,c
209.0,841750.0,h
100.0,152331.0,g
14.0,645778.0,a
261.0,758779.0,f
212.0,98720.0,f
620.0,227384.0,h
239.0,788113.0,j
881.0,184620.0,b
569.0,600575.0,d
134.0,90793.0,f
886.0,563160.0,a
574.0,228938.0,a
99.0,587817.0,k
273.0,871671.0,k
487.0,246444.0,a
315.0,68318.0,g
501.0,153359.0,g
502.0,353325.0,h
451.0,686685.0,l
407.0,851006.0,h
261.0,317328.0,j
281.0,729120.0,g
590.0,771689.0,g
232.0,72875.0,j
930.0,746270.0,h
321.0,319686.0,g
4.0,674950.0,d
852.0,334202.0,a
512.0,256979.0,l
148.0,575121.0,d
712.0,297122.0,l
239.0,300069.0,i
328.0,238779.0,c
196.0,152736.0,a
504.0,416930.0,d
663.0,167633.0,a
336.0,733765.0,f
394.0,360015.0,c
369.0,310733.0,a
380.0,984644.0,f
791.0,170071.0,i
191.0,104511.0,d
267.0,429493.0,l
60.0,328545.0,f
675.0,562089.0,k
218.0,166936.0,d
184.0,668636.0,g
469.0,536998.0,g
752.0,31090.0,g
544.0,485373.0,b
820.0,16842.0,l
265.0,950223.0,c
525.0,939506.0,g
358.0,226078.0,d
826.0,877507.0,e
99.0,708222.0,j
104.0,722129.0,b
997.0,492815.0,i
85.0,714748.0,f
558.0,634341.0,d
884.0,218721.0,h
317.0,241377.0,l
150.0,168388.0,b
188.0,222630.0,b
196.0,201464.0,i
565.0,566741.0,c
640.0,732637.0,g
504.0,137228.0,l
778.0,528251.0,i
256.0,141654.0,k
887.0,355350.0,e
780.0,863934.0,c
212.0,769726.0,k
843.0,53076.0,h
838.0,367175.0,f
407.0,154781.0,i
779.0,511270.0,g
456.0,87720.0,i
860.0,975512.0,g
297.0,515402.0,k
733.0,145625.0,a
610.0,300023.0,e
932.0,468149.0,l
130.0,963821.0,l
946.0,905999.0,c
68.0,22988.0,a
191.0,609296.0,h
751.0,491579.0,c
18.0,852269.0,a
327.0,741485.0,i
295.0,360114.0,j
112.0,21776.0,b
516.0,590452.0,f
99.0,183255.0,b
935.0,185114.0,e
950.0,682905.0,e
969.0,18226.0,j
946.0,127964.0,b
318.0,774949.0,a
686.0,337049.0,d
446.0,282403.0,a
295.0,803323.0,h
95.0,305015.0,d
964.0,571347.0,c
184.0,449502.0,i
969.0,607016.0,g
699.0,134439.0,i
673.0,609727.0,i
525.0,384752.0,d
945.0,775141.0,i
952.0,461984.0,b
264.0,572055.0,e
808.0,732985.0,g
621.0,697787.0,i
861.0,877079.0,e
255.0,405860.0,k
445.0,48602.0,e
990.0,144150.0,d
12.0,905643.0,l
909.0,678371.0,g
976.0,524106.0,l
820.0,54697.0,l
343.0,882153.0,c
294.0,486311.0,g
140.0,839193.0,k
855.0,103863.0,a
223.0,846535.0,j
259.0,237926.0,i
452.0,728943.0,i
386.0,3615.0,g
52.0,538937.0,d
221.0,115046.0,c
521.0,689573.0,a
772.0,237034.0,l
252.0,202596.0,k
916.0,719442.0,h
112.0,768352.0,f
934.0,32700.0,c
545.0,153262.0,d
804.0,981326.0,a
17.0,446385.0,b
269.0,120654.0,f
872.0,74492.0,l
577.0,486081.0,k
492.0,10211.0,l
57.0,175878.0,e
73.0,620402.0,j
16.0,737315.0,g
587.0,907589.0,j
642.0,476314.0,c
595.0,490893.0,e
323.0,416770.0,l
101.0,589923.0,c
615.0,711648.0,c
184.0,718504.0,e
444.0,322420.0,j
195.0,817583.0,h
436.0,978603.0,h
745.0,333424.0,g
322.0,639551.0,a
578.0,730985.0,g
40.0,895870.0,e
363.0,958125.0,h
624.0,379667.0,d
610.0,730288.0,l
102.0,626098.0,f
714.0,480921.0,b
44.0,702786.0,c
472.0,870828.0,i
253.0,226893.0,k
136.0,699007.0,c
974.0,406430.0,b
133.0,541611.0,f
825.0,489364.0,j
114.0,467133.0,e
796.0,273070.0,k
258.0,700167.0,l
397.0,738709.0,a
140.0,269647.0,g
669.0,920612.0,l
979.0,812916.0,k
95.0,124871.0,h
719.0,89649.0,j
243.0,293559.0,i
452.0,495924.0,l
126.0,31089.0,d
576.0,682109.0,b
817.0,850012.0,h
748.0,536517.0,j
209.0,790333.0,h
725.0,285065.0,i
332.0,712967.0,a
992.0,528390.0,b
296.0,20305.0,j
122.0,404327.0,i
974.0,913262.0,k
672.0,923620.0,c
251.0,775849.0,e
602.0,29622.0,f
316.0,322011.0,f
415.0,488820.0,k
834.0,396672.0,a
528.0,885539.0,e
629.0,441252.0,c
191.0,458797.0,j
63.0,577179.0,i
818.0,879491.0,l
960.0,692913.0,f
137.0,553476.0,g
865.0,334390.0,l
513.0,666150.0,c
289.0,695623.0,j
96.0,204101.0,f
230.0,542498.0,l
952.0,646133.0,f
710.0,237648.0,d
345.0,148859.0,h
50.0,55721.0,g
810.0,153977.0,i
712.0,990397.0,d
368.0,753094.0,g
778.0,741644.0,j
854.0,107799.0,e
776.0,742929.0,e
353.0,660922.0,e
266.0,274529.0,d
621.0,424737.0,h
681.0,921376.0,i
523.0,999051.0,i
696.0,267317.0,h
999.0,779422.0,j
765.0,953944.0,j
120.0,853256.0,a
531.0,415585.0,i
200.0,148316.0,e
359.0,202382.0,l
921.0,99582.0,i
370.0,954051.0,j
969.0,940574.0,k
798.0,984376.0,j
141.0,640035.0,l
786.0,965818.0,c
713.0,107438.0,c
926.0,82002.0,k
70.0,43464.0,f
124.0,721567.0,b
561.0,247841.0,a
301.0,400980.0,c
371.0,851265.0,k
890.0,833321.0,j
586.0,726790.0,e
592.0,585172.0,a
437.0,35077.0,a
678.0,347071.0,f
577.0,962977.0,d
263.0,138764.0,i
630.0,296007.0,g
112.0,825744.0,k
622.0,346484.0,k
778.0,892914.0,j
523.0,857140.0,d
129.0,670211.0,a
436.0,984707.0,l
849.0,290046.0,d
534.0,343478.0,b
630.0,557688.0,b
305.0,28984.0,l
143.0,299280.0,f
863.0,574211.0,d
997.0,669398.0,e
124.0,159660.0,a
692.0,641065.0,g
54.0,827556.0,g
578.0,697038.0,e
958.0,203257.0,l
466.0,604717.0,l
39.0,832106.0,c
761.0,493657.0,b
723.0,875826.0,a
730.0,341256.0,j
883.0,146810.0,k
365.0,24835.0,k
303.0,37274.0,k
967.0,469598.0,k
922.0,775403.0,h
47.0,821286.0,h
490.0,164535.0,k
229.0,847577.0,f
596.0,745722.0,b
799.0,975498.0,b
466.0,906617.0,e
153.0,448260.0,k
681.0,464185.0,l
432.0,622237.0,h
499.0,122028.0,h
403.0,706625.0,j
973.0,861280.0,a
307.0,168673.0,b
472.0,582915.0,f
454.0,655944.0,k
478.0,769201.0,b
382.0,842347.0,f
624.0,863984.0,e
981.0,796902.0,b
214.0,240097.0,i
986.0,276929.0,b
434.0,284729.0,i
340.0,649006.0,e
857.0,484146.0,e
652.0,416951.0,c
511.0,446548.0,e
43.0,738716.0,k
540.0,671925.0,f
667.0,351037.0,l
75.0,170712.0,c
847.0,956203.0,h
947.0,172285.0,i
621.0,378815.0,h
417.0,975719.0,f
607.0,526010.0,c
249.0,964736.0,k
446.0,143690.0,k
9.0,798007.0,d
778.0,575410.0,k
953.0,799894.0,a
341.0,600205.0,j
101.0,958285.0,g
941.0,271689.0,j
309.0,987850.0,c
3.0,855990.0,b
290.0,139350.0,j
539.0,618895.0,l
689.0,845687.0,b
558.0,905789.0,l
937.0,483704.0,j
545.0,676288.0,h
617.0,425014.0,e
311.0,884422.0,e
292.0,965812.0,h
918.0,288543.0,g
468.0,937387.0,b
138.0,752250.0,i
894.0,961812.0,e
664.0,429962.0,e
713.0,274327.0,j
814.0,749057.0,d
879.0,838132.0,k
885.0,541809.0,b
827.0,373961.0,f
917.0,116841.0,b
709.0,673464.0,l
418.0,849152.0,e
156.0,796255.0,i
186.0,494558.0,b
666.0,961760.0,i
182.0,583370.0,k
531.0,187290.0,l
835.0,399608.0,a
364.0,958546.0,g
282.0,187876.0,b
813.0,999185.0,i
832.0,577804.0,a
277.0,811220.0,e
96.0,29174.0,g
955.0,246558.0,d
337.0,311855.0,c
967.0,448632.0,e
758.0,889663.0,j
517.0,484688.0,b
198.0,624862.0,e
935.0,996081.0,d
628.0,567038.0,j
604.0,676781.0,g
120.0,335451.0,i
593.0,101328.0,l
926.0,272997.0,h
423.0,935361.0,d
603.0,876104.0,j
976.0,90001.0,c
58.0,665924.0,g
603.0,26959.0,b
442.0,214428.0,j
234.0,986566.0,k
637.0,920137.0,h
567.0,332254.0,l
380.0,231620.0,d
155.0,540607.0,i
355.0,22407.0,l
87.0,907967.0,b
67.0,217521.0,h
935.0,271283.0,a
677.0,945087.0,f
780.0,195786.0,h
96.0,658141.0,b
367.0,396590.0,j
846.0,40441.0,k
284.0,699006.0,b
661.0,11015.0,e
241.0,707175.0,e
598.0,405157.0,f
893.0,729542.0,e
502.0,398895.0,c
174.0,830303.0,a
281.0,316331.0,b
228.0,618911.0,a
238.0,431906.0,d
922.0,658841.0,j
796.0,785396.0,e
922.0,751675.0,b
180.0,871401.0,f
785.0,13291.0,c
939.0,942581.0,d
777.0,902337.0,a
786.0,500961.0,k
929.0,780762.0,i
418.0,628488.0,g
219.0,130671.0,h
534.0,637913.0,a
225.0,221213.0,j
652.0,904181.0,i
796.0,905216.0,e
715.0,963606.0,d
24.0,355647.0,f
925.0,371279.0,e
321.0,987967.0,b
217.0,829788.0,a
622.0,846884.0,a
376.0,22409.0,d
694.0,326992.0,f
96.0,951037.0,i
204.0,713992.0,k
815.0,571340.0,l
858.0,301327.0,k
744.0,709624.0,h
800.0,861345.0,a
479.0,129339.0,i
752.0,501705.0,b
763.0,618181.0,h
938.0,808217.0,f
339.0,100633.0,f
482.0,515652.0,d
287.0,336166.0,i
190.0,612194.0,d
749.0,546790.0,g
406.0,293426.0,h
11.0,448286.0,h
415.0,498855.0,a
475.0,323283.0,k
781.0,331869.0,g
981.0,550376.0,k
522.0,655986.0,a
937.0,933571.0,f
604.0,330882.0,e
28.0,314931.0,h
11.0,203111.0,j
259.0,261458.0,h
737.0,322236.0,h
766.0,227392.0,d
361.0,250394.0,i
754.0,127414.0,a
371.0,99422.0,k
840.0,652173.0,d
343.0,810482.0,d
443.0,745957.0,i
991.0,175003.0,d
529.0,692974.0,d
222.0,14160.0,c
300.0,174190.0,d
734.0,606768.0,a
964.0,802558.0,f
978.0,649678.0,g
625.0,503110.0,f
501.0,154101.0,a
539.0,739393.0,f
451.0,309179.0,d
786.0,452628.0,e
903.0,751405.0,d
583.0,182854.0,d
899.0,947483.0,d
23.0,500988.0,l
434.0,618391.0,f
895.0,507344.0,f
804.0,101922.0,d
978.0,371639.0,f
598.0,359340.0,b
329.0,48638.0,c
971.0,860706.0,j
58.0,77362.0,l
168.0,553389.0,a
181.0,837211.0,j
966.0,578699.0,k
988.0,529213.0,j
319.0,442270.0,h
563.0,208995.0,d
674.0,424434.0,c
37.0,28586.0,i
520.0,573570.0,d
72.0,750671.0,f
969.0,298379.0,h
134.0,547674.0,j
159.0,520388.0,k
609.0,120980.0,i
21.0,366083.0,i
294.0,897447.0,g
572.0,959430.0,a
586.0,740503.0,c
438.0,670916.0,a
439.0,309275.0,c
660.0,805140.0,f
168.0,909883.0,a
920.0,60369.0,a
902.0,827899.0,i
25.0,184891.0,a
395.0,809350.0,l
511.0,68395.0,h
6.0,284216.0,c
633.0,908658.0,g
175.0,55538.0,a
744.0,570018.0,c
261.0,737093.0,l
562.0,194282.0,i
301.0,141022.0,k
162.0,502517.0,l
644.0,724235.0,d
439.0,899930.0,g
781.0,339688.0,g
333.0,385957.0,c
797.0,848772.0,g
28.0,196452.0,a
294.0,339344.0,l
974.0,345869.0,c
128.0,347984.0,i
239.0,69688.0,j
11.0,962136.0,g
274.0,413051.0,f
873.0,71529.0,k
550.0,755870.0,h
717.0,63056.0,j
381.0,17506.0,i
307.0,407936.0,i
828.0,444273.0,g
198.0,5406.0,e
126.0,445163.0,d
238.0,584537.0,e
974.0,966016.0,a
141.0,11913.0,l
131.0,351503.0,h
385.0,119687.0,j
830.0,83055.0,g
867.0,963228.0,g
104.0,666912.0,g
740.0,876110.0,i
262.0,271438.0,l
428.0,205593.0,f
268.0,163327.0,j
584.0,711430.0,k
965.0,835608.0,e
225.0,19522.0,d
223.0,161523.0,d
977.0,516926.0,g
241.0,477673.0,i
933.0,802097.0,f
630.0,112408.0,c
985.0,595542.0,b
122.0,959227.0,h
789.0,879062.0,c
229.0,901013.0,e
746.0,1065.0,l
48.0,386691.0,a
325.0,955802.0,d
626.0,244260.0,l
966.0,787649.0,k
329.0,509829.0,k
853.0,720928.0,j
792.0,834130.0,g
885.0,728018.0,f
553.0,713640.0,h
18.0,723007.0,g
369.0,41843.0,j
622.0,259900.0,k
894.0,782655.0,j
479.0,19197.0,d
124.0,964975.0,g
199.0,187036.0,l
338.0,203091.0,f
571.0,459376.0,l
527.0,248048.0,e
127.0,385873.0,i
229.0,465651.0,g
404.0,228322.0,h
506.0,26245.0,c
749.0,967978.0,k
435.0,951657.0,c
61.0,561006.0,f
53.0,630807.0,g
813.0,470308.0,d
468.0,870299.0,e
898.0,991048.0,k
969.0,205501.0,d
413.0,889098.0,i
946.0,26228.0,i
355.0,227652.0,j
343.0,781399.0,j
734.0,356296.0,b
833.0,241998.0,g
964.0,495734.0,l
702.0,931854.0,i
709.0,645683.0,k
829.0,591797.0,c
221.0,158649.0,k
286.0,611382.0,i
311.0,45683.0,g
205.0,952331.0,g
